cust_id,oneid,age,city,income_level,lifecycle_stage,vip_tier,card_level,product_name,total_credit_amount,card_count,usage_rate,annual_consumption,monthly_avg_consumption,cons_90d,cons_30d,cons_7d,txn_count_90d,txn_count_30d,txn_count_7d,active_days_90d,active_days_30d,active_days_7d,consumption_trend,installment_contribution,overdue_status,history_overdue_count,min_payment_count,churn_risk_score,cash_advance_risk,risk_level,value_level,activity_score,dormancy_risk,significant_signals,search_keywords_7d,browse_preferences_30d,milestones,marketing_consent,personalization_consent,dnc_list,do_not_contact,blacklist_flag,push_consent,sms_consent,wechat_consent,email_consent,phone_consent,unsubscribe_channels,complaint_count_90d,data_version,generated_at
C003192,UID003192,44,南京,M,新户,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,64000.0,1,0.7002,80475.9,6706.32,19368.8,5476.73,1026.82,46,16,4,27,9,2,stable,7734.39,M1,1,0,16,3,low,medium,37,medium,,"账单分期×5, 退卡×2, 固定额度×6","新手指引(35%), 境外消费专区(35%), 额度管理(14%), 信用卡申请(15%)",,True,True,False,False,False,True,False,False,True,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003193,UID003193,33,广州,L,成熟期,普通,金卡,XX银行标准信用卡（金卡）,34100.0,2,0.6579,27646.68,2303.89,6589.2,1973.39,357.87,34,11,2,20,7,1,up,2520.52,M0,0,0,4,0,low,low,23,medium,活跃度骤降,"东京×6, 固定额度×2, 分期费率×8","活动中心(14%), 分期计算器(16%), 信用卡申请(24%), 还款页面(46%)",,True,True,False,False,False,True,False,True,True,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003194,UID003194,46,大连,M,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,64300.0,1,0.3815,132727.79,11060.65,20325.55,6232.6,1631.72,73,25,6,43,15,3,stable,9228.45,M0,0,0,0,8,low,medium,53,low,,"账单分期×7, 贵宾厅×2, 注销×2","额度管理(2%), 分期计算器(42%), 境外消费专区(20%), 活动中心(35%)",首次境外消费|首次使用机场贵宾厅|年消费突破10万,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003195,UID003195,45,杭州,H,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,371000.0,4,0.2884,601110.26,50092.52,154678.13,50766.42,14227.56,106,37,9,63,22,5,stable,25951.25,M0,0,0,1,4,low,high,88,low,,"销户×5, 免税×4, 钻石卡×4","账单详情(38%), 信用卡申请(30%), 积分兑换(25%), 活动中心(8%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003196,UID003196,34,广州,M,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,108100.0,2,0.1243,72009.09,6000.76,23440.07,8397.01,2452.95,24,8,2,14,4,1,stable,2713.17,M0,0,0,0,0,low,medium,27,medium,,"酒店×8, 退卡×5, 最低还款×6","积分兑换(21%), 分期计算器(32%), 新手指引(40%), 权益商城(7%)",,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003197,UID003197,34,宁波,M,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,69900.0,1,0.6584,108450.08,9037.51,20127.37,7391.78,1569.07,19,6,1,11,3,0,stable,6666.4,M0,0,0,0,4,high,medium,22,medium,活跃度骤降,"里程×4, 年费×7, 钻石卡×2","积分兑换(26%), 新手指引(11%), 额度管理(32%), 还款页面(31%)",,True,True,False,True,False,True,False,True,False,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003198,UID003198,25,上海,L,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,46700.0,2,0.6723,29716.67,2476.39,6746.63,1777.67,420.84,19,6,1,11,3,0,stable,1003.08,M0,0,1,0,5,low,medium,14,high,"活跃度骤降, 沉睡预警","手续费×6, 星巴克×2, 海淘×5","境外消费专区(3%), 额度管理(23%), 活动中心(32%), 高端卡专区(42%)",首次境外消费|首笔分期办理,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003199,UID003199,35,合肥,M,成熟期,金卡,普卡,XX银行标准信用卡（普卡）,58300.0,3,0.3958,61520.49,5126.71,12874.16,3766.86,1199.0,19,6,1,11,3,0,up,3517.41,M0,0,0,8,7,low,medium,18,high,"活跃度骤降, 沉睡预警","销户×7, 钻石卡×2, 汇率×3","境外消费专区(9%), 高端卡专区(23%), 积分兑换(58%), 额度管理(10%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003200,UID003200,21,郑州,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,117400.0,3,0.8443,30387.54,2532.3,9215.12,3064.26,753.17,11,3,0,6,2,0,stable,2213.1,M0,0,0,0,2,low,medium,11,high,"活跃度骤降, 沉睡预警","免税×4, 销户×6, 12期×4","额度管理(17%), 高端卡专区(47%), 新手指引(31%), 分期计算器(5%)",首笔分期办理|首次境外消费,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003201,UID003201,41,广州,H,成熟期,白金,白金卡,XX银行经典版白金信用卡,177000.0,1,0.3584,488558.57,40713.21,120962.29,34771.16,11026.33,290,101,25,90,31,7,stable,30689.46,M0,0,0,0,9,low,high,100,low,,"机票×8, 星巴克×6, 固定额度×5","高端卡专区(30%), 信用卡申请(9%), 还款页面(20%), 活动中心(41%)",,True,True,False,False,False,False,False,True,True,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C003202,UID003202,28,深圳,L,沉睡期,普通,校园卡,XX银行YOUNG卡（校园版）,8800.0,2,0.2732,1699.81,141.65,114.6,48.24,10.06,0,0,0,0,0,0,stable,123.6,M1,1,1,69,17,medium,low,0,high,"活跃度骤降, 沉睡预警","投诉×7, 贵宾厅×7, 额度不够×2","高端卡专区(10%), 额度管理(42%), 境外消费专区(36%), 权益商城(12%)",,True,False,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003203,UID003203,21,深圳,M,成熟期,白金,白金卡,XX银行全币种国际白金信用卡,368800.0,2,0.1875,302481.37,25206.78,73800.94,21555.94,3802.04,132,46,11,79,27,6,stable,18209.77,M0,0,1,0,7,low,high,95,low,,"固定额度×2, 免税×7, 5折×5","高端卡专区(23%), 账单详情(28%), 新手指引(9%), 积分兑换(41%)",额度首次提升,True,True,False,False,False,True,True,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003204,UID003204,48,杭州,M,沉睡期,钻石,钻石卡,XX银行银联钻石信用卡,322900.0,2,0.7326,44678.72,3723.23,2784.7,777.27,157.16,5,1,0,3,1,0,stable,3992.68,M1,1,0,63,29,medium,high,4,high,"活跃度骤降, 沉睡预警","5折×2, 提额×3, 免息分期×4","额度管理(30%), 高端卡专区(44%), 权益商城(10%), 分期计算器(15%)",首投投诉,True,False,False,False,False,True,True,False,True,False,微信公众号,0,v1.0,2026-07-17T00:00:00+08:00
C003205,UID003205,28,成都,M,成熟期,白金,金卡,XX银行携程旅行信用卡（金卡）,202700.0,4,0.2549,230427.16,19202.26,80369.54,24895.42,5816.99,117,40,10,70,24,6,up,9118.46,M0,0,0,0,0,low,high,91,low,,"里程×6, 酒店×8, 免息分期×3","信用卡申请(21%), 权益商城(22%), 还款页面(46%), 积分兑换(11%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003206,UID003206,63,北京,L,成长期,金卡,金卡,XX银行携程旅行信用卡（金卡）,39000.0,1,0.1658,48581.19,4048.43,15687.35,6569.14,1501.96,26,9,2,15,5,1,stable,1944.27,M0,0,0,4,8,low,medium,23,medium,活跃度骤降,"境外取现×8, 优惠券×3, 12期×2","额度管理(18%), 境外消费专区(62%), 积分兑换(12%), 新手指引(9%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003207,UID003207,36,郑州,M,成长期,普通,金卡,XX银行YOUNG卡（青年版）,95700.0,3,0.2921,111740.42,9311.7,23090.8,10189.46,2386.69,45,15,3,27,9,2,stable,4277.09,M1,1,0,2,6,low,medium,39,medium,,"电影票×5, 机票×4, 钻石卡×6","活动中心(31%), 账单详情(31%), 还款页面(33%), 新手指引(5%)",额度首次提升,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003208,UID003208,48,武汉,L,沉睡期,普通,金卡,XX银行标准信用卡（金卡）,71000.0,2,0.285,7035.52,586.29,488.02,180.33,57.7,0,0,0,0,0,0,stable,567.83,M0,0,1,66,25,medium,low,0,high,"活跃度骤降, 沉睡预警","现金分期×7, 提额×3, 注销×5","境外消费专区(27%), 权益商城(39%), 新手指引(12%), 账单详情(23%)",升级白金卡|办理自动还款,True,False,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003209,UID003209,25,郑州,L,成熟期,白金,金卡,XX银行携程旅行信用卡（金卡）,152000.0,4,0.2901,54584.86,4548.74,11989.63,4385.01,1120.05,25,8,2,15,5,1,stable,1922.59,M0,0,0,0,9,low,high,21,medium,活跃度骤降,"退卡×4, 境外取现×3, 固定额度×8","积分兑换(13%), 账单详情(19%), 境外消费专区(23%), 新手指引(46%)",办理自动还款,True,True,False,False,False,False,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003210,UID003210,31,南京,M,成长期,钻石,无限卡,XX银行万事达世界信用卡,443200.0,1,0.628,455339.03,37944.92,96272.52,25165.08,6419.24,107,37,9,64,22,5,stable,53869.04,M0,0,0,28,6,low,high,88,low,,"手续费×7, 注销×2, 额度不够×8","还款页面(18%), 权益商城(18%), 额度管理(21%), 积分兑换(43%)",办理自动还款,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003211,UID003211,29,上海,M,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,104000.0,2,0.5646,136877.57,11406.46,30366.52,10764.29,2870.28,43,15,3,25,8,2,up,11841.59,M0,0,0,10,4,low,medium,42,medium,,"签证×3, 最低还款×7, 提额×7","分期计算器(2%), 新手指引(57%), 账单详情(11%), 高端卡专区(30%)",首投投诉,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003212,UID003212,21,成都,L,沉睡期,普通,金卡,XX银行标准信用卡（金卡）,54600.0,1,0.4715,4410.5,367.54,228.57,91.63,21.69,0,0,0,0,0,0,down,315.1,M2,2,0,60,12,medium,low,0,high,"活跃度骤降, 沉睡预警, 逾期预警","贵宾厅×5, 免息分期×5, 注销×5","新手指引(25%), 高端卡专区(18%), 活动中心(26%), 信用卡申请(31%)",首笔分期办理|升级白金卡,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003213,UID003213,22,苏州,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,35400.0,1,0.2066,25267.46,2105.62,5769.82,2465.45,541.01,11,3,0,6,2,0,up,1270.96,M0,0,0,0,7,low,medium,9,high,"活跃度骤降, 沉睡预警","免息分期×8, 签证×6, 投诉×4","积分兑换(24%), 权益商城(13%), 境外消费专区(28%), 还款页面(35%)",首投投诉,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003214,UID003214,33,北京,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,116500.0,4,0.3662,20023.7,1668.64,5351.25,2138.24,383.88,5,1,0,3,1,0,stable,1295.76,M0,0,1,0,14,high,medium,6,high,"活跃度骤降, 沉睡预警","注销×7, 最低还款×6, 白金卡×2","境外消费专区(15%), 信用卡申请(9%), 积分兑换(32%), 新手指引(43%)",首次使用机场贵宾厅|首投投诉,True,True,True,True,True,True,True,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003215,UID003215,38,苏州,M,成熟期,白金,白金卡,XX银行银联白金信用卡,316900.0,3,0.4447,140703.8,11725.32,27968.58,12475.91,2869.63,42,14,3,25,8,2,down,9619.19,M0,0,0,4,0,low,high,40,medium,,"海淘×3, 最低还款×4, 固定额度×4","账单详情(38%), 信用卡申请(34%), 积分兑换(21%), 额度管理(7%)",首投投诉|办理自动还款,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003216,UID003216,24,大连,M,成熟期,白金,白金卡,XX银行经典版白金信用卡,408900.0,3,0.4438,132532.87,11044.41,42986.49,15457.64,2706.66,85,29,7,51,17,4,stable,4941.62,M0,0,1,0,8,low,high,73,low,,"现金分期×8, 固定额度×3, 销户×4","额度管理(33%), 还款页面(3%), 信用卡申请(36%), 权益商城(28%)",首投投诉,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003217,UID003217,31,青岛,H,成熟期,钻石,无限卡,XX银行万事达世界信用卡,1068200.0,2,0.7333,1117747.32,93145.61,304884.49,133800.36,43129.91,802,280,70,90,31,7,stable,61554.99,M0,0,0,6,2,low,high,100,low,,"现金分期×8, 境外取现×4, 额度不够×4","高端卡专区(19%), 活动中心(9%), 还款页面(58%), 分期计算器(14%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003218,UID003218,27,西安,M,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,418800.0,4,0.3394,353354.53,29446.21,91001.12,41376.75,13361.74,69,24,6,41,14,3,stable,18673.79,M0,0,0,3,6,low,medium,68,low,,"投诉×6, 额度不够×6, 手续费×3","权益商城(1%), 分期计算器(52%), 积分兑换(33%), 高端卡专区(14%)",,False,True,False,False,False,True,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003219,UID003219,33,广州,L,新户,白金,金卡,XX银行标准信用卡（金卡）,126500.0,4,0.2343,38204.85,3183.74,9394.97,3868.59,1145.85,8,2,0,4,1,0,up,4205.21,M0,0,0,15,5,low,high,9,high,"活跃度骤降, 沉睡预警","钻石卡×5, 星巴克×6, 汇率×3","额度管理(24%), 分期计算器(21%), 新手指引(45%), 积分兑换(10%)",首投投诉|年消费突破10万|首笔分期办理,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003220,UID003220,41,青岛,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,58800.0,2,0.7384,38946.65,3245.55,11413.3,2889.11,577.02,7,2,0,4,1,0,up,3962.5,M1,1,0,0,8,high,medium,10,high,"活跃度骤降, 沉睡预警","境外取现×2, 投诉×7, 账单分期×7","活动中心(11%), 高端卡专区(29%), 权益商城(7%), 账单详情(52%)",升级白金卡,True,False,True,True,True,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003221,UID003221,35,深圳,H,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,391100.0,4,0.6069,273164.66,22763.72,83655.84,32881.13,8633.92,143,50,12,85,29,7,stable,28224.3,M0,0,0,7,1,low,high,97,low,,"年费×3, 固定额度×8, 星巴克×7","积分兑换(15%), 信用卡申请(26%), 高端卡专区(16%), 额度管理(43%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003222,UID003222,28,深圳,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,269000.0,4,0.1186,97922.72,8160.23,27027.24,11889.49,2382.35,57,19,4,34,11,2,down,10675.9,M0,0,0,18,9,low,medium,48,medium,,"5折×6, 手续费×8, 钻石卡×4","新手指引(36%), 积分兑换(25%), 权益商城(8%), 还款页面(31%)",额度首次提升,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003223,UID003223,44,西安,H,沉睡期,金卡,白金卡,XX银行经典版白金信用卡,261200.0,3,0.7779,98831.08,8235.92,6799.25,2518.89,491.9,5,1,0,3,1,0,stable,6742.29,M0,0,0,64,19,medium,high,6,high,"活跃度骤降, 沉睡预警","钻石卡×7, 退卡×6, 5折×3","境外消费专区(32%), 高端卡专区(30%), 积分兑换(17%), 新手指引(21%)",办理自动还款|首投投诉,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003224,UID003224,37,北京,M,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,51500.0,1,0.7256,71111.81,5925.98,18171.33,4625.05,969.35,57,19,4,34,11,2,stable,6450.94,M0,0,0,31,3,low,medium,43,medium,,"现金分期×4, 销户×3, 固定额度×5","权益商城(9%), 额度管理(34%), 高端卡专区(47%), 分期计算器(10%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003225,UID003225,35,大连,L,成熟期,金卡,普卡,XX银行标准信用卡（普卡）,20100.0,1,0.5436,20859.66,1738.31,6108.12,2305.24,415.96,9,3,0,5,1,0,stable,2080.78,M0,0,1,30,8,low,medium,8,high,"活跃度骤降, 沉睡预警","酒店×5, 积分兑换×5, 12期×2","新手指引(58%), 账单详情(7%), 权益商城(31%), 境外消费专区(4%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003226,UID003226,24,昆明,M,新户,金卡,校园卡,XX银行YOUNG卡（校园版）,119800.0,4,0.1463,19493.74,1624.48,6108.97,2076.02,510.43,6,2,0,3,1,0,stable,858.94,M0,0,0,6,2,low,medium,6,high,"活跃度骤降, 沉睡预警","东京×2, 现金分期×6, 贵宾厅×5","信用卡申请(37%), 额度管理(25%), 境外消费专区(6%), 新手指引(32%)",首笔分期办理,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003227,UID003227,43,大连,L,成长期,金卡,金卡,XX银行标准信用卡（金卡）,94100.0,4,0.8399,27287.55,2273.96,7525.56,1934.85,455.77,6,2,0,3,1,0,stable,2302.39,M0,0,0,23,2,low,medium,7,high,"活跃度骤降, 沉睡预警","免息分期×3, 免税×8, 白金卡×6","境外消费专区(18%), 额度管理(48%), 积分兑换(24%), 高端卡专区(10%)",首投投诉|首次境外消费,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003228,UID003228,38,南京,M,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,72000.0,4,0.5607,150408.05,12534.0,50109.48,22088.6,6412.06,98,34,8,58,20,5,stable,10780.0,M0,0,0,9,8,low,medium,85,low,,"积分兑换×4, 免息分期×7, 白金卡×5","活动中心(24%), 境外消费专区(21%), 额度管理(27%), 信用卡申请(28%)",,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C003229,UID003229,39,广州,M,成熟期,普通,金卡,XX银行标准信用卡（金卡）,46500.0,1,0.5338,90177.15,7514.76,17763.06,7651.61,1371.33,32,11,2,19,6,1,stable,6462.78,M0,0,0,2,6,low,medium,28,medium,,"星巴克×5, 现金分期×5, 海淘×6","境外消费专区(8%), 分期计算器(18%), 额度管理(32%), 活动中心(42%)",,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003230,UID003230,28,广州,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,6100.0,1,0.2825,30360.82,2530.07,9442.98,3467.29,897.16,14,4,1,8,2,0,stable,3242.75,M0,0,0,1,21,high,low,13,high,"活跃度骤降, 沉睡预警","年费×4, 免息分期×6, 固定额度×6","信用卡申请(57%), 境外消费专区(13%), 权益商城(16%), 积分兑换(14%)",办理自动还款|升级白金卡|首次境外消费,True,True,True,True,True,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003231,UID003231,30,广州,H,成熟期,金卡,白金卡,XX银行银联白金信用卡,435900.0,4,0.3058,733650.19,61137.52,256112.44,98921.02,24503.62,391,136,34,90,31,7,stable,47474.57,M0,0,1,20,3,low,high,100,low,,"12期×2, 东京×6, 优惠券×5","额度管理(15%), 账单详情(9%), 积分兑换(7%), 活动中心(69%)",首投投诉|办理自动还款|升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003232,UID003232,52,广州,M,成长期,普通,普卡,XX银行标准信用卡（普卡）,63400.0,2,0.3441,104015.39,8667.95,33393.64,8622.08,2198.47,46,16,4,27,9,2,up,4722.27,M0,0,0,29,9,low,medium,45,medium,,"账单分期×6, 销户×4, 提额×8","分期计算器(47%), 活动中心(12%), 额度管理(29%), 新手指引(12%)",首次使用机场贵宾厅,False,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003233,UID003233,30,深圳,L,成熟期,白金,金卡,XX银行京东PLUS联名信用卡（金卡）,94800.0,4,0.1922,30034.58,2502.88,8602.78,2625.95,668.77,12,4,1,7,2,0,up,3166.65,M0,0,0,0,2,low,high,11,high,"活跃度骤降, 沉睡预警","销户×2, 积分兑换×2, 临时额度×7","权益商城(30%), 新手指引(18%), 信用卡申请(26%), 境外消费专区(26%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C003234,UID003234,22,深圳,L,成熟期,金卡,金卡,XX银行标准信用卡（金卡）,23100.0,1,0.5594,14677.03,1223.09,3023.66,955.54,278.59,3,1,0,1,0,0,stable,790.28,M0,0,0,21,3,low,medium,3,high,"活跃度骤降, 沉睡预警","固定额度×3, 星巴克×7, 机票×4","境外消费专区(17%), 额度管理(24%), 新手指引(51%), 权益商城(8%)",升级白金卡,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
